"Frequency","Reference area","Value","Unit of measure","Breaks","Coverage","Title (tseries level)","Time Period","1927-Q1","1927-Q2","1927-Q3","1927-Q4","1928-Q1","1928-Q2","1928-Q3","1928-Q4","1929-Q1","1929-Q2","1929-Q3","1929-Q4","1930-Q1","1930-Q2","1930-Q3","1930-Q4","1931-Q1","1931-Q2","1931-Q3","1931-Q4","1932-Q1","1932-Q2","1932-Q3","1932-Q4","1933-Q1","1933-Q2","1933-Q3","1933-Q4","1934-Q1","1934-Q2","1934-Q3","1934-Q4","1935-Q1","1935-Q2","1935-Q3","1935-Q4","1936-Q1","1936-Q2","1936-Q3","1936-Q4","1937-Q1","1937-Q2","1937-Q3","1937-Q4","1938-Q1","1938-Q2","1938-Q3","1938-Q4","1939-Q1","1939-Q2","1939-Q3","1939-Q4","1940-Q1","1940-Q2","1940-Q3","1940-Q4","1941-Q1","1941-Q2","1941-Q3","1941-Q4","1942-Q1","1942-Q2","1942-Q3","1942-Q4","1943-Q1","1943-Q2","1943-Q3","1943-Q4","1944-Q1","1944-Q2","1944-Q3","1944-Q4","1945-Q1","1945-Q2","1945-Q3","1945-Q4","1946-Q1","1946-Q2","1946-Q3","1946-Q4","1947-Q1","1947-Q2","1947-Q3","1947-Q4","1948-Q1","1948-Q2","1948-Q3","1948-Q4","1949-Q1","1949-Q2","1949-Q3","1949-Q4","1950-Q1","1950-Q2","1950-Q3","1950-Q4","1951-Q1","1951-Q2","1951-Q3","1951-Q4","1952-Q1","1952-Q2","1952-Q3","1952-Q4","1953-Q1","1953-Q2","1953-Q3","1953-Q4","1954-Q1","1954-Q2","1954-Q3","1954-Q4","1955-Q1","1955-Q2","1955-Q3","1955-Q4","1956-Q1","1956-Q2","1956-Q3","1956-Q4","1957-Q1","1957-Q2","1957-Q3","1957-Q4","1958-Q1","1958-Q2","1958-Q3","1958-Q4","1959-Q1","1959-Q2","1959-Q3","1959-Q4","1960-Q1","1960-Q2","1960-Q3","1960-Q4","1961-Q1","1961-Q2","1961-Q3","1961-Q4","1962-Q1","1962-Q2","1962-Q3","1962-Q4","1963-Q1","1963-Q2","1963-Q3","1963-Q4","1964-Q1","1964-Q2","1964-Q3","1964-Q4","1965-Q1","1965-Q2","1965-Q3","1965-Q4","1966-Q1","1966-Q2","1966-Q3","1966-Q4","1967-Q1","1967-Q2","1967-Q3","1967-Q4","1968-Q1","1968-Q2","1968-Q3","1968-Q4","1969-Q1","1969-Q2","1969-Q3","1969-Q4","1970-Q1","1970-Q2","1970-Q3","1970-Q4","1971-Q1","1971-Q2","1971-Q3","1971-Q4","1972-Q1","1972-Q2","1972-Q3","1972-Q4","1973-Q1","1973-Q2","1973-Q3","1973-Q4","1974-Q1","1974-Q2","1974-Q3","1974-Q4","1975-Q1","1975-Q2","1975-Q3","1975-Q4","1976-Q1","1976-Q2","1976-Q3","1976-Q4","1977-Q1","1977-Q2","1977-Q3","1977-Q4","1978-Q1","1978-Q2","1978-Q3","1978-Q4","1979-Q1","1979-Q2","1979-Q3","1979-Q4","1980-Q1","1980-Q2","1980-Q3","1980-Q4","1981-Q1","1981-Q2","1981-Q3","1981-Q4","1982-Q1","1982-Q2","1982-Q3","1982-Q4","1983-Q1","1983-Q2","1983-Q3","1983-Q4","1984-Q1","1984-Q2","1984-Q3","1984-Q4","1985-Q1","1985-Q2","1985-Q3","1985-Q4","1986-Q1","1986-Q2","1986-Q3","1986-Q4","1987-Q1","1987-Q2","1987-Q3","1987-Q4","1988-Q1","1988-Q2","1988-Q3","1988-Q4","1989-Q1","1989-Q2","1989-Q3","1989-Q4","1990-Q1","1990-Q2","1990-Q3","1990-Q4","1991-Q1","1991-Q2","1991-Q3","1991-Q4","1992-Q1","1992-Q2","1992-Q3","1992-Q4","1993-Q1","1993-Q2","1993-Q3","1993-Q4","1994-Q1","1994-Q2","1994-Q3","1994-Q4","1995-Q1","1995-Q2","1995-Q3","1995-Q4","1996-Q1","1996-Q2","1996-Q3","1996-Q4","1997-Q1","1997-Q2","1997-Q3","1997-Q4","1998-Q1","1998-Q2","1998-Q3","1998-Q4","1999-Q1","1999-Q2","1999-Q3","1999-Q4","2000-Q1","2000-Q2","2000-Q3","2000-Q4","2001-Q1","2001-Q2","2001-Q3","2001-Q4","2002-Q1","2002-Q2","2002-Q3","2002-Q4","2003-Q1","2003-Q2","2003-Q3","2003-Q4","2004-Q1","2004-Q2","2004-Q3","2004-Q4","2005-Q1","2005-Q2","2005-Q3","2005-Q4","2006-Q1","2006-Q2","2006-Q3","2006-Q4","2007-Q1","2007-Q2","2007-Q3","2007-Q4","2008-Q1","2008-Q2","2008-Q3","2008-Q4","2009-Q1","2009-Q2","2009-Q3","2009-Q4","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021-Q1","2021-Q2","2021-Q3","2021-Q4"
"Q:Quarterly","SI:Slovenia","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:SI:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8105","9.2787","7.7326","-0.1647","-7.6941","-9.4127","-12.5988","-8.1219","-1.642","0.9835","1.3745","-0.1453","4.1138","3.2266","2.1282","1.3698","-7.0681","-5.7265","-5.9743","-8.826","-4.2958","-4.621","-7.6854","-4.3817","-6.6317","-9.8175","-5.3534","-4.3887","-1.3792","3.5815","1.0228","0.0507","0.8291","0.4493","4.9813","6.8868","6.6772","8.2555","8.1782","9.873","9.6211","7.7248","9.3608","8.27","7.5737","7.421","7.0595","4.8348","4.7331","5.224","3.2895","5.174","7.2938","9.9439","12.8935","15.7119"
"Q:Quarterly","SI:Slovenia","R:Real","628:Index, 2010 = 100",,,,"Q:SI:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.1722","109.6114","112.1873","115.1755","115.5743","112.3548","113.8878","111.255","104.7864","101.0727","99.7788","101.0855","101.6622","100.0198","99.0821","99.2663","104.058","101.4893","99.8969","98.2043","94.3332","93.3923","91.3268","87.2834","88.21","87.7192","82.5703","82.5555","81.9419","78.61","78.3418","79.0082","81.1344","81.9623","79.5069","79.5173","82.4014","82.5302","83.3369","84.5006","86.3455","88.1113","89.0884","91.6287","93.4372","93.1659","95.6173","97.3814","99.1976","98.4557","100.3694","100.5307","102.3537","104.5615","103.74","106.4794","110.4101","112.8477","114.6301","118.2872"
"Q:Quarterly","SI:Slovenia","R:Real","771:Year-on-year changes, in per cent",,,,"Q:SI:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9032","2.5029","1.5157","-3.404","-9.3341","-10.0415","-12.3884","-9.1407","-2.9815","-1.0417","-0.6983","-1.7998","2.3566","1.4692","0.8224","-1.0698","-9.3455","-7.9782","-8.5789","-11.1206","-6.491","-6.0745","-9.5882","-5.4168","-7.1059","-10.3846","-5.1211","-4.2968","-0.9855","4.2645","1.4873","0.6443","1.5616","0.6929","4.8172","6.2669","4.7865","6.7625","6.9015","8.4356","8.2132","5.7366","7.3285","6.2783","6.165","5.6778","4.97","3.234","3.1816","6.2016","3.3581","5.9173","7.8711","7.9248","10.4975","11.0892"
"Q:Quarterly","SK:Slovak Republic","N:Nominal","628:Index, 2010 = 100",,,,"Q:SK:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.1275","77.1025","79.1065","83.631","90.3351","96.7087","104.9106","112.9886","120.4468","124.3619","118.5565","114.0836","106.801","101.8427","106.5944","101.3262","100.7748","100.175","99.4751","99.5751","99.6751","98.1755","98.7753","97.2757","96.6758","95.7761","96.3759","94.4764","96.6758","96.8758","96.6758","96.5759","96.4759","97.9755","97.8755","99.875","101.4746","103.4741","103.5741","104.6738","106.5734","109.5726","111.3722","113.3717","110.5724","116.8708","119.4701","119.97","123.4691","124.9688","124.6688","128.168","130.5674","135.3662","138.9653","142.0645","147.7631","148.4629","150.7623","152.3619","150.6623","155.5611","162.8593","168.6578"
"Q:Quarterly","SK:Slovak Republic","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:SK:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8645","25.4287","32.6194","35.1037","33.3333","28.5943","13.0072","0.9691","-11.3293","-18.1078","-10.0898","-11.1825","-5.6425","-1.6375","-6.6789","-1.7282","-1.0912","-1.996","-0.7035","-2.3092","-3.0091","-2.444","-2.4291","-2.8777","0","1.1482","0.3112","2.2222","-0.2068","1.1352","1.241","3.4161","5.1813","5.6122","5.8223","4.8048","5.0247","5.8937","7.529","8.3095","3.7523","6.6606","7.271","5.8201","11.6636","6.929","4.3515","6.8334","5.749","8.32","11.4676","10.8424","13.17","9.675","8.4892","7.2484","1.9621","4.7811","8.0239","10.6955"
"Q:Quarterly","SK:Slovak Republic","R:Real","628:Index, 2010 = 100",,,,"Q:SK:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.399","85.0879","87.0446","91.6284","97.6718","104.1426","112.642","119.8599","125.2262","128.154","121.1676","115.4864","107.8436","102.9788","107.6491","102.1066","101.2206","100.1314","99.4036","99.2526","96.9183","94.4914","94.9304","92.7851","90.5278","89.0634","89.352","87.1003","88.6122","88.6351","88.502","88.5977","88.4792","89.7114","89.7128","91.6389","93.4595","94.837","95.2199","96.512","98.6681","101.1065","103.1491","104.661","101.3941","106.8188","108.9856","108.7414","110.6918","111.1342","110.7171","113.7099","114.3215","117.3971","119.9645","122.4881","125.9027","126.317","128.2103","129.3728","127.1161","129.476","133.2974","135.7456"
"Q:Quarterly","SK:Slovak Republic","R:Real","771:Year-on-year changes, in per cent",,,,"Q:SK:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5351","22.3942","29.4072","30.8109","28.2113","23.0563","7.5688","-3.6489","-13.881","-19.6445","-11.1568","-11.5856","-6.1413","-2.765","-7.6597","-2.7952","-4.2504","-5.6326","-4.5","-6.5162","-6.5938","-5.7445","-5.8763","-6.1268","-2.116","-0.4808","-0.9513","1.7191","-0.15","1.2143","1.3681","3.4327","5.6288","5.7133","6.1385","5.3177","5.5731","6.6108","8.3273","8.4436","2.7628","5.6498","5.6583","3.8987","9.1699","4.04","1.5887","4.569","3.2791","5.6354","8.3524","7.7199","10.1304","7.598","6.8735","5.6207","0.9638","2.5008","3.9678","4.9259"
"Q:Quarterly","TH:Thailand","N:Nominal","628:Index, 2010 = 100",,,,"Q:TH:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.8031","57.9825","58.9065","62.3139","63.9309","64.8549","65.4324","67.9158","69.0708","72.7669","72.9979","73.2867","69.4751","71.9006","71.7274","74.3839","74.1529","75.308","77.7913","78.5998","77.849","80.3901","76.694","77.2715","79.8126","84.5482","84.6059","83.6242","86.2807","77.5603","81.4296","80.3901","79.5816","63.0646","76.9827","74.1529","74.5572","77.0405","74.9037","76.694","77.7913","75.1347","73.7487","75.7122","75.6545","76.3475","76.232","76.1742","77.2138","77.3293","78.542","80.3323","81.0254","82.0649","82.5269","84.7792","87.4358","88.4175","89.9768","90.9009","91.7671","92.8067","92.2291","93.2687","92.1136","92.9799","94.597","94.4237","87.1094","90.5273","94.8242","97.4609","95.5078","96.1914","97.7539","99.9023","98.0469","98.8281","101.4648","101.6602","103.5156","105.8594","103.7109","104.0039","105.5664","106.25","107.4219","111.7188","112.8906","115.7227","118.8477","117.2852","118.75","121.9727","125.7813","124.9023","126.4648","124.707","126.4648","126.2695","126.2695","130.5664","126.8555","125.4883","125.3906","126.6602","128.7109","130.957","134.5703","134.7656","136.2305","135.7422","138.5742","139.5508","141.6016","142.8711","145.6055","147.7539","147.6563","146.875","148.6328","149.9023","150.0977",""
"Q:Quarterly","TH:Thailand","N:Nominal","771:Year-on-year changes, in per cent",,,,"Q:TH:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4114","11.8526","11.0784","8.9898","8.0397","12.1995","11.5622","7.9082","0.5853","-1.1905","-1.7405","1.4972","6.7332","4.739","8.4541","5.6677","4.9844","6.7485","-1.4105","-1.6899","2.5223","5.1724","10.3163","8.2212","8.1042","-8.265","-3.7543","-3.8674","-7.7644","-18.6895","-5.461","-7.7586","-6.3135","22.1612","-2.7007","3.4268","4.3377","-2.4738","-1.542","-1.2801","-2.7468","1.6141","3.3673","0.6102","2.0611","1.2859","3.0303","5.4587","4.9364","6.124","5.0735","5.5356","7.9116","7.741","9.0273","7.2207","4.9538","4.9641","2.5032","2.6048","0.3776","0.1867","2.5673","1.2384","-5.4327","-2.6377","0.2402","3.2166","9.6413","6.2567","3.0896","2.505","2.6585","2.7411","3.7962","1.7595","5.5777","7.1146","2.2137","2.3055","1.9811","0.369","3.5782","7.4178","6.938","8.9154","10.6364","4.9825","5.1903","5.4008","5.834","6.4946","6.4967","2.2418","0.5435","1.0946","-0.1544","4.6985","0.3089","-0.6187","-0.6961","-2.9918","1.4627","4.358","7.3209","6.3994","5.8422","3.654","2.9753","3.5507","3.9427","5.2518","5.074","5.8782","4.2759","2.8025","2.0791","1.4541","1.6534",""
"Q:Quarterly","TH:Thailand","R:Real","628:Index, 2010 = 100",,,,"Q:TH:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.7374","110.4827","111.2034","116.2274","119.0758","118.8742","118.1341","122.785","124.618","129.2613","127.7017","127.533","119.5646","121.6055","119.4062","122.9784","121.6096","120.9574","122.4219","121.3155","118.9094","121.4599","114.6978","114.1435","116.7253","122.4342","119.1943","114.8781","115.8241","101.9475","106.138","105.3534","104.3971","83.2244","101.2889","97.1794","96.7992","100.0233","96.4453","98.6067","99.5343","95.2153","93.4588","96.4548","96.2423","96.4292","96.2833","95.7083","96.3744","96.0208","97.3442","99.238","99.0774","99.1583","98.994","101.6037","104.1278","103.1178","102.2353","102.8001","103.3824","102.0363","101.0239","101.9938","101.1903","100.3931","102.0559","100.4774","91.1199","90.9247","95.3489","101.5071","100.182","99.3643","100.508","102.1223","99.1465","98.8907","100.9987","100.9427","101.6042","101.7553","99.1361","99.3229","100.226","99.6216","99.7598","103.3588","103.96","106.0517","108.555","106.712","107.2124","109.0808","112.6352","112.3953","114.7488","112.7944","114.5095","114.6226","115.1475","117.7363","114.5655","113.134","112.9307","114.1051","115.7243","117.0444","120.4405","119.8297","120.7067","120.3063","123.1088","122.7576","124.7107","126.1265","128.8195","133.5394","130.9927","130.1732","132.2","132.3602","132.2285",""
"Q:Quarterly","TH:Thailand","R:Real","771:Year-on-year changes, in per cent",,,,"Q:TH:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2041","7.5952","6.2325","5.642","4.6543","8.7379","8.0989","3.8669","-4.0551","-5.9227","-6.496","-3.5713","1.7104","-0.5329","2.5255","-1.3522","-2.2204","0.4154","-6.3094","-5.9118","-1.8368","0.8022","3.9203","0.6435","-0.7721","-16.7329","-10.9538","-8.2911","-9.8658","-18.3654","-4.5687","-7.7586","-7.2779","20.185","-4.7819","1.4687","2.8256","-4.8069","-3.0966","-2.1823","-3.3074","1.2749","3.0222","-0.7739","0.1372","-0.4235","1.1018","3.6879","2.8048","3.2675","1.6948","2.3838","5.0974","3.9931","3.2742","1.1775","-0.7158","-1.0488","-1.1849","-0.7843","-2.1204","-1.6104","1.0215","-1.4868","-9.9519","-9.4313","-6.5718","1.0248","9.9452","9.282","5.4107","0.606","-1.0336","-0.4767","0.4882","-1.1551","2.4789","2.8967","-1.8442","-1.6047","-1.3565","-2.0969","0.6292","4.0634","3.7255","6.4546","8.8164","3.2442","3.1285","2.8562","3.7586","5.3259","7.0294","3.4045","1.664","1.9816","0.3475","4.3813","0.0489","-1.2987","-1.9252","-3.0842","1.0115","3.4565","6.65","5.017","4.3055","2.7869","2.2154","2.4433","3.3171","4.8378","4.6388","8.7831","5.0373","3.2084","2.6242","-0.8831","0.9434",""
"Q:Quarterly","TR:Turkey","N:Nominal","628:Index, 2010 = 100",,,,"Q:TR:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.081","99.3603","100","102.5586","104.4776","106.1834","107.8891","109.1684","113.0064","116.6311","118.3369","120.2559","124.5203","129.2111","132.1962","135.6077","140.0853","145.4158","151.1727","155.8635","163.3262","170.3625","174.2004","180.1706","186.5672","192.9638","197.8678","202.1322","208.742","213.8593","216.2047","220.4691","225.3731","232.6226","229.8507","230.2772","232.4094","236.6738","245.629","253.3049","267.3774","297.4414","312.7932","330.2772","352.8785","384.435","424.0938","527.5053"
